pdf_path,questions_file,output_file,llm_model,embedding_model,chunk_size,chunk_overlap,bm25_k,vector_k,ensemble_weights,reranker_model,reranker_top_n,timestamp,avg_bleu,reference_accuracy,num_questions_evaluated,avg_rouge1_recall,avg_rouge2_recall,run_id
./汽车介绍手册.pdf,./QA_pairs.json,./answers_temp.json,c101-qwen25-72b,m3e-base,300,100,3,3,"[0.7, 0.3]",bge-reranker-base,3,20250606_083208,0.4397,0.7531,81,0.8186,0.6776,20250606_083208
./汽车介绍手册.pdf,./QA_pairs.json,./answers_temp.json,c101-qwen25-72b,m3e-base,300,100,3,5,"[0.7, 0.3]",bge-reranker-base,3,20250606_083952,0.4402,0.7284,81,0.8149,0.6786,20250606_083952
./汽车介绍手册.pdf,./QA_pairs.json,./answers_temp.json,c101-qwen25-72b,m3e-base,300,100,5,3,"[0.7, 0.3]",bge-reranker-base,3,20250606_084736,0.4471,0.7901,81,0.8246,0.6878,20250606_084736
./汽车介绍手册.pdf,./QA_pairs.json,./answers_temp.json,c101-qwen25-72b,m3e-base,300,100,5,5,"[0.7, 0.3]",bge-reranker-base,3,20250606_085514,0.4617,0.7778,81,0.8177,0.6868,20250606_085514
./汽车介绍手册.pdf,./QA_pairs.json,./answers_temp.json,c101-qwen25-72b,m3e-base,300,100,3,3,"[0.5, 0.5]",bge-reranker-base,3,20250606_090252,0.4528,0.7778,81,0.8254,0.6952,20250606_090252
./汽车介绍手册.pdf,./QA_pairs.json,./answers_temp.json,c101-qwen25-72b,m3e-base,300,100,3,5,"[0.5, 0.5]",bge-reranker-base,3,20250606_091039,0.4331,0.7531,81,0.8197,0.6815,20250606_091039
./汽车介绍手册.pdf,./QA_pairs.json,./answers_temp.json,c101-qwen25-72b,m3e-base,300,100,5,3,"[0.5, 0.5]",bge-reranker-base,3,20250606_091838,0.4506,0.7654,81,0.822,0.6782,20250606_091838
./汽车介绍手册.pdf,./QA_pairs.json,./answers_temp.json,c101-qwen25-72b,m3e-base,300,100,5,5,"[0.5, 0.5]",bge-reranker-base,3,20250606_092633,0.4613,0.7531,81,0.8263,0.685,20250606_092633
./汽车介绍手册.pdf,./QA_pairs.json,./answers_temp.json,c101-qwen25-72b,m3e-base,300,100,3,3,"[0.7, 0.3]",bge-reranker-base,3,20250606_093425,0.4196,0.7778,81,0.8235,0.6779,20250606_093425
./汽车介绍手册.pdf,./QA_pairs.json,./answers_temp.json,c101-qwen25-72b,m3e-base,300,100,3,5,"[0.7, 0.3]",bge-reranker-base,3,20250606_094216,0.4496,0.7531,81,0.8317,0.6871,20250606_094216
./汽车介绍手册.pdf,./QA_pairs.json,./answers_temp.json,c101-qwen25-72b,m3e-base,300,100,5,3,"[0.7, 0.3]",bge-reranker-base,3,20250606_095009,0.4447,0.7654,81,0.8293,0.6919,20250606_095009
./汽车介绍手册.pdf,./QA_pairs.json,./answers_temp.json,c101-qwen25-72b,m3e-base,300,100,5,5,"[0.7, 0.3]",bge-reranker-base,3,20250606_095800,0.4557,0.7531,81,0.8248,0.6821,20250606_095800
./汽车介绍手册.pdf,./QA_pairs.json,./answers_temp.json,c101-qwen25-72b,m3e-base,300,100,3,3,"[0.5, 0.5]",bge-reranker-base,3,20250606_100556,0.4702,0.7531,81,0.8286,0.6957,20250606_100556
./汽车介绍手册.pdf,./QA_pairs.json,./answers_temp.json,c101-qwen25-72b,m3e-base,300,100,3,5,"[0.5, 0.5]",bge-reranker-base,3,20250606_101341,0.4678,0.7284,81,0.8245,0.6881,20250606_101341
./汽车介绍手册.pdf,./QA_pairs.json,./answers_temp.json,c101-qwen25-72b,m3e-base,300,100,5,3,"[0.5, 0.5]",bge-reranker-base,3,20250606_102125,0.4474,0.7284,81,0.8256,0.6829,20250606_102125
./汽车介绍手册.pdf,./QA_pairs.json,./answers_temp.json,c101-qwen25-72b,m3e-base,300,100,5,5,"[0.5, 0.5]",bge-reranker-base,3,20250606_102916,0.4661,0.716,81,0.8281,0.6786,20250606_102916
./汽车介绍手册.pdf,./QA_pairs.json,./answers_temp.json,c101-qwen25-72b,m3e-base,300,100,3,3,"[0.7, 0.3]",bge-reranker-base,3,20250606_103709,0.4514,0.7531,81,0.8229,0.6849,20250606_103709
./汽车介绍手册.pdf,./QA_pairs.json,./answers_temp.json,c101-qwen25-72b,m3e-base,300,100,3,5,"[0.7, 0.3]",bge-reranker-base,3,20250606_104500,0.4581,0.7284,81,0.8275,0.6891,20250606_104500
./汽车介绍手册.pdf,./QA_pairs.json,./answers_temp.json,c101-qwen25-72b,m3e-base,300,100,5,3,"[0.7, 0.3]",bge-reranker-base,3,20250606_105250,0.4282,0.716,81,0.8305,0.6814,20250606_105250
./汽车介绍手册.pdf,./QA_pairs.json,./answers_temp.json,c101-qwen25-72b,m3e-base,300,100,5,5,"[0.7, 0.3]",bge-reranker-base,3,20250606_110046,0.4471,0.716,81,0.8284,0.685,20250606_110046
./汽车介绍手册.pdf,./QA_pairs.json,./answers_temp.json,c101-qwen25-72b,m3e-base,300,100,3,3,"[0.5, 0.5]",bge-reranker-large,3,20250606_110840,0.4703,0.7901,81,0.8459,0.7022,20250606_110840
./汽车介绍手册.pdf,./QA_pairs.json,./answers_temp.json,c101-qwen25-72b,m3e-base,300,100,3,5,"[0.5, 0.5]",bge-reranker-large,3,20250606_111634,0.4717,0.7531,81,0.8367,0.6926,20250606_111634
./汽车介绍手册.pdf,./QA_pairs.json,./answers_temp.json,c101-qwen25-72b,m3e-base,300,100,5,3,"[0.5, 0.5]",bge-reranker-large,3,20250606_112430,0.473,0.7654,81,0.8296,0.6894,20250606_112430
./汽车介绍手册.pdf,./QA_pairs.json,./answers_temp.json,c101-qwen25-72b,m3e-base,300,100,5,5,"[0.5, 0.5]",bge-reranker-large,3,20250606_113220,0.4743,0.7531,81,0.8364,0.7029,20250606_113220
./汽车介绍手册.pdf,./QA_pairs.json,./answers_temp.json,c101-qwen25-72b,m3e-base,300,100,3,3,"[0.7, 0.3]",bge-reranker-large,3,20250606_114018,0.4726,0.7901,81,0.8414,0.7009,20250606_114018
./汽车介绍手册.pdf,./QA_pairs.json,./answers_temp.json,c101-qwen25-72b,m3e-base,300,100,3,5,"[0.7, 0.3]",bge-reranker-large,3,20250606_114815,0.4727,0.7531,81,0.846,0.7026,20250606_114815
./汽车介绍手册.pdf,./QA_pairs.json,./answers_temp.json,c101-qwen25-72b,m3e-base,300,100,5,3,"[0.7, 0.3]",bge-reranker-large,3,20250606_115621,0.4726,0.7654,81,0.8368,0.7033,20250606_115621
./汽车介绍手册.pdf,./QA_pairs.json,./answers_temp.json,c101-qwen25-72b,m3e-base,300,100,5,5,"[0.7, 0.3]",bge-reranker-large,3,20250606_120410,0.4862,0.7531,81,0.837,0.7035,20250606_120410
./汽车介绍手册.pdf,./QA_pairs.json,./answers_temp.json,c101-qwen25-72b,m3e-base,300,100,3,3,"[0.5, 0.5]",bge-reranker-large,3,20250606_121206,0.4777,0.7654,81,0.8386,0.7116,20250606_121206
./汽车介绍手册.pdf,./QA_pairs.json,./answers_temp.json,c101-qwen25-72b,m3e-base,300,100,3,5,"[0.5, 0.5]",bge-reranker-large,3,20250606_121951,0.4921,0.7531,81,0.8384,0.7091,20250606_121951
./汽车介绍手册.pdf,./QA_pairs.json,./answers_temp.json,c101-qwen25-72b,m3e-base,300,100,5,3,"[0.5, 0.5]",bge-reranker-large,3,20250606_122750,0.4888,0.7654,81,0.8528,0.7294,20250606_122750
./汽车介绍手册.pdf,./QA_pairs.json,./answers_temp.json,c101-qwen25-72b,m3e-base,300,100,5,5,"[0.5, 0.5]",bge-reranker-large,3,20250606_123543,0.4799,0.7654,81,0.8624,0.7336,20250606_123543
./汽车介绍手册.pdf,./QA_pairs.json,./answers_temp.json,c101-qwen25-72b,m3e-base,300,100,3,3,"[0.7, 0.3]",bge-reranker-large,3,20250606_124340,0.4605,0.7654,81,0.8388,0.7011,20250606_124340
./汽车介绍手册.pdf,./QA_pairs.json,./answers_temp.json,c101-qwen25-72b,m3e-base,300,100,3,5,"[0.7, 0.3]",bge-reranker-large,3,20250606_125131,0.4827,0.7531,81,0.8451,0.7048,20250606_125131
./汽车介绍手册.pdf,./QA_pairs.json,./answers_temp.json,c101-qwen25-72b,Qwen3-Embedding-0.6B,300,100,7,7,"[0.6, 0.4]",bge-reranker-v2-m3,4,20250606_125430,0.4293,0.6914,81,0.8447,0.7045,20250606_125430
./汽车介绍手册.pdf,./QA_pairs.json,./answers_temp.json,c101-qwen25-72b,m3e-base,300,100,5,3,"[0.7, 0.3]",bge-reranker-large,3,20250606_125920,0.4788,0.7654,81,0.8456,0.7161,20250606_125920
./汽车介绍手册.pdf,./QA_pairs.json,./answers_temp.json,c101-qwen25-72b,m3e-base,300,100,5,5,"[0.7, 0.3]",bge-reranker-large,3,20250606_130714,0.4556,0.7654,81,0.8485,0.7165,20250606_130714
./汽车介绍手册.pdf,./QA_pairs.json,./answers_temp.json,c101-qwen25-72b,m3e-base,300,100,3,3,"[0.5, 0.5]",bge-reranker-large,3,20250606_131514,0.4719,0.7778,81,0.8532,0.7245,20250606_131514
./汽车介绍手册.pdf,./QA_pairs.json,./answers_temp.json,c101-qwen25-72b,m3e-base,300,100,3,5,"[0.5, 0.5]",bge-reranker-large,3,20250606_132311,0.454,0.7654,81,0.8477,0.6984,20250606_132311
./汽车介绍手册.pdf,./QA_pairs.json,./answers_temp.json,c101-qwen25-72b,m3e-base,300,100,5,3,"[0.5, 0.5]",bge-reranker-large,3,20250606_133115,0.4757,0.7654,81,0.8452,0.7094,20250606_133115
./汽车介绍手册.pdf,./QA_pairs.json,./answers_temp.json,c101-qwen25-72b,m3e-base,300,100,5,5,"[0.5, 0.5]",bge-reranker-large,3,20250606_133909,0.4601,0.7654,81,0.8391,0.7077,20250606_133909
./汽车介绍手册.pdf,./QA_pairs.json,./answers_temp.json,c101-qwen25-72b,m3e-base,300,100,3,3,"[0.7, 0.3]",bge-reranker-large,3,20250606_134719,0.501,0.7778,81,0.8534,0.7203,20250606_134719
./汽车介绍手册.pdf,./QA_pairs.json,./answers_temp.json,c101-qwen25-72b,m3e-base,300,100,3,5,"[0.7, 0.3]",bge-reranker-large,3,20250606_135511,0.4644,0.7654,81,0.8462,0.7018,20250606_135511
./汽车介绍手册.pdf,./QA_pairs.json,./answers_temp.json,c101-qwen25-72b,m3e-base,300,100,5,3,"[0.7, 0.3]",bge-reranker-large,3,20250606_140314,0.4871,0.7654,81,0.8564,0.7266,20250606_140314
./汽车介绍手册.pdf,./QA_pairs.json,./answers_temp.json,c101-qwen25-72b,m3e-base,300,100,5,5,"[0.7, 0.3]",bge-reranker-large,3,20250606_141115,0.4698,0.7654,81,0.8614,0.7261,20250606_141115
./汽车介绍手册.pdf,./QA_pairs.json,./answers_temp.json,c101-qwen25-72b,m3e-base,300,100,3,3,"[0.5, 0.5]",bge-reranker-large,3,20250606_141924,0.4944,0.7407,81,0.854,0.7318,20250606_141924
./汽车介绍手册.pdf,./QA_pairs.json,./answers_temp.json,c101-qwen25-72b,m3e-base,300,100,3,5,"[0.5, 0.5]",bge-reranker-large,3,20250606_142718,0.4722,0.7284,81,0.8394,0.6999,20250606_142718
./汽车介绍手册.pdf,./QA_pairs.json,./answers_temp.json,c101-qwen25-72b,m3e-base,300,100,5,3,"[0.5, 0.5]",bge-reranker-large,3,20250606_143519,0.5072,0.7407,81,0.859,0.7261,20250606_143519
./汽车介绍手册.pdf,./QA_pairs.json,./answers_temp.json,c101-qwen25-72b,m3e-base,300,100,5,5,"[0.5, 0.5]",bge-reranker-large,3,20250606_144004,0.4618,0.7407,81,0.8471,0.7125,20250606_144004
./汽车介绍手册.pdf,./QA_pairs.json,./answers_temp.json,c101-qwen25-72b,m3e-base,300,100,3,3,"[0.7, 0.3]",bge-reranker-large,3,20250606_144342,0.502,0.7407,81,0.8464,0.714,20250606_144342
./汽车介绍手册.pdf,./QA_pairs.json,./answers_temp.json,c101-qwen25-72b,m3e-base,300,100,3,5,"[0.7, 0.3]",bge-reranker-large,3,20250606_144711,0.4803,0.7284,81,0.8541,0.7215,20250606_144711
./汽车介绍手册.pdf,./QA_pairs.json,./answers_temp.json,c101-qwen25-72b,m3e-base,300,100,5,3,"[0.7, 0.3]",bge-reranker-large,3,20250606_145049,0.5063,0.7407,81,0.8508,0.7166,20250606_145049
./汽车介绍手册.pdf,./QA_pairs.json,./answers_temp.json,c101-qwen25-72b,m3e-base,300,100,5,5,"[0.7, 0.3]",bge-reranker-large,3,20250606_145420,0.4789,0.7407,81,0.8442,0.7129,20250606_145420
./汽车介绍手册.pdf,./QA_pairs.json,./answers_temp.json,c101-qwen25-72b,m3e-base,300,100,3,3,"[0.5, 0.5]",bge-reranker-v2-m3,3,20250606_145756,0.488,0.7407,81,0.8465,0.7164,20250606_145756
./汽车介绍手册.pdf,./QA_pairs.json,./answers_temp.json,c101-qwen25-72b,m3e-base,300,100,3,5,"[0.5, 0.5]",bge-reranker-v2-m3,3,20250606_150115,0.4801,0.7407,81,0.8533,0.7169,20250606_150115
./汽车介绍手册.pdf,./QA_pairs.json,./answers_temp.json,c101-qwen25-72b,m3e-base,300,100,5,3,"[0.5, 0.5]",bge-reranker-v2-m3,3,20250606_150450,0.4863,0.7407,81,0.8462,0.7055,20250606_150450
./汽车介绍手册.pdf,./QA_pairs.json,./answers_temp.json,c101-qwen25-72b,m3e-base,300,100,5,5,"[0.5, 0.5]",bge-reranker-v2-m3,3,20250606_150813,0.4896,0.7407,81,0.8517,0.7189,20250606_150813
./汽车介绍手册.pdf,./QA_pairs.json,./answers_temp.json,c101-qwen25-72b,m3e-base,300,100,3,3,"[0.7, 0.3]",bge-reranker-v2-m3,3,20250606_151623,0.4881,0.7407,81,0.8473,0.7188,20250606_151623
./汽车介绍手册.pdf,./QA_pairs.json,./answers_temp.json,c101-qwen25-72b,m3e-base,300,100,3,5,"[0.7, 0.3]",bge-reranker-v2-m3,3,20250606_152210,0.4862,0.7407,81,0.8467,0.7097,20250606_152210
./汽车介绍手册.pdf,./QA_pairs.json,./answers_temp.json,c101-qwen25-72b,m3e-base,300,100,5,3,"[0.7, 0.3]",bge-reranker-v2-m3,3,20250606_152542,0.481,0.7407,81,0.849,0.7097,20250606_152542
./汽车介绍手册.pdf,./QA_pairs.json,./answers_temp.json,c101-qwen25-72b,m3e-base,300,100,5,5,"[0.7, 0.3]",bge-reranker-v2-m3,3,20250606_152906,0.4873,0.7407,81,0.8512,0.7086,20250606_152906
./汽车介绍手册.pdf,./QA_pairs.json,./answers_temp.json,c101-qwen25-72b,m3e-base,300,100,3,3,"[0.5, 0.5]",bge-reranker-v2-m3,3,20250606_153706,0.4589,0.7037,81,0.8419,0.7057,20250606_153706
./汽车介绍手册.pdf,./QA_pairs.json,./answers_temp.json,c101-qwen25-72b,m3e-base,300,100,3,5,"[0.5, 0.5]",bge-reranker-v2-m3,3,20250606_154500,0.4735,0.716,81,0.8449,0.7088,20250606_154500
./汽车介绍手册.pdf,./QA_pairs.json,./answers_temp.json,c101-qwen25-72b,m3e-base,300,100,5,3,"[0.5, 0.5]",bge-reranker-v2-m3,3,20250606_155252,0.4749,0.7407,81,0.8417,0.701,20250606_155252
./汽车介绍手册.pdf,./QA_pairs.json,./answers_temp.json,c101-qwen25-72b,m3e-base,300,100,5,5,"[0.5, 0.5]",bge-reranker-v2-m3,3,20250606_160042,0.4747,0.7407,81,0.8429,0.7047,20250606_160042
./汽车介绍手册.pdf,./QA_pairs.json,./answers_temp.json,c101-qwen25-72b,m3e-base,300,100,3,3,"[0.7, 0.3]",bge-reranker-v2-m3,3,20250606_160828,0.4596,0.7037,81,0.8407,0.6986,20250606_160828
./汽车介绍手册.pdf,./QA_pairs.json,./answers_temp.json,c101-qwen25-72b,m3e-base,300,100,3,5,"[0.7, 0.3]",bge-reranker-v2-m3,3,20250606_161616,0.4586,0.716,81,0.8455,0.7068,20250606_161616
./汽车介绍手册.pdf,./QA_pairs.json,./answers_temp.json,c101-qwen25-72b,m3e-base,300,100,5,3,"[0.7, 0.3]",bge-reranker-v2-m3,3,20250606_162414,0.4968,0.7407,81,0.8557,0.7214,20250606_162414
./汽车介绍手册.pdf,./QA_pairs.json,./answers_temp.json,c101-qwen25-72b,m3e-base,300,100,5,5,"[0.7, 0.3]",bge-reranker-v2-m3,3,20250606_163210,0.498,0.7407,81,0.8471,0.7158,20250606_163210
./汽车介绍手册.pdf,./QA_pairs.json,./answers_temp.json,c101-qwen25-72b,m3e-base,300,100,3,3,"[0.5, 0.5]",bge-reranker-v2-m3,3,20250606_163959,0.4482,0.7901,81,0.8534,0.7258,20250606_163959
./汽车介绍手册.pdf,./QA_pairs.json,./answers_temp.json,c101-qwen25-72b,m3e-base,300,100,3,5,"[0.5, 0.5]",bge-reranker-v2-m3,3,20250606_164757,0.4588,0.7778,81,0.8396,0.6945,20250606_164757
./汽车介绍手册.pdf,./QA_pairs.json,./answers_temp.json,c101-qwen25-72b,m3e-base,300,100,5,3,"[0.5, 0.5]",bge-reranker-v2-m3,3,20250606_165557,0.474,0.7901,81,0.8537,0.7196,20250606_165557
./汽车介绍手册.pdf,./QA_pairs.json,./answers_temp.json,c101-qwen25-72b,m3e-base,300,100,5,5,"[0.5, 0.5]",bge-reranker-v2-m3,3,20250606_170411,0.4619,0.7778,81,0.8479,0.7152,20250606_170411
./汽车介绍手册.pdf,./QA_pairs.json,./answers_temp.json,c101-qwen25-72b,m3e-base,300,100,3,3,"[0.7, 0.3]",bge-reranker-v2-m3,3,20250606_171222,0.4786,0.7901,81,0.8518,0.7223,20250606_171222
./汽车介绍手册.pdf,./QA_pairs.json,./answers_temp.json,c101-qwen25-72b,m3e-base,300,100,3,5,"[0.7, 0.3]",bge-reranker-v2-m3,3,20250606_172017,0.4724,0.7778,81,0.8541,0.7186,20250606_172017
./汽车介绍手册.pdf,./QA_pairs.json,./answers_temp.json,c101-qwen25-72b,m3e-base,300,100,5,3,"[0.7, 0.3]",bge-reranker-v2-m3,3,20250606_172817,0.4721,0.7901,81,0.8533,0.7236,20250606_172817
./汽车介绍手册.pdf,./QA_pairs.json,./answers_temp.json,c101-qwen25-72b,m3e-base,300,100,5,5,"[0.7, 0.3]",bge-reranker-v2-m3,3,20250606_173623,0.48,0.7778,81,0.854,0.7262,20250606_173623
./汽车介绍手册.pdf,./QA_pairs.json,./answers_temp.json,c101-qwen25-72b,m3e-base,300,100,3,3,"[0.5, 0.5]",bge-reranker-v2-m3,3,20250606_174432,0.4699,0.7654,81,0.8503,0.7204,20250606_174432
./汽车介绍手册.pdf,./QA_pairs.json,./answers_temp.json,c101-qwen25-72b,m3e-base,300,100,3,5,"[0.5, 0.5]",bge-reranker-v2-m3,3,20250606_175235,0.464,0.7407,81,0.8352,0.6982,20250606_175235
./汽车介绍手册.pdf,./QA_pairs.json,./answers_temp.json,c101-qwen25-72b,m3e-base,300,100,5,3,"[0.5, 0.5]",bge-reranker-v2-m3,3,20250606_180035,0.4767,0.7407,81,0.8555,0.7184,20250606_180035
./汽车介绍手册.pdf,./QA_pairs.json,./answers_temp.json,c101-qwen25-72b,m3e-base,300,100,5,5,"[0.5, 0.5]",bge-reranker-v2-m3,3,20250606_180839,0.4811,0.7284,81,0.8459,0.711,20250606_180839
./汽车介绍手册.pdf,./QA_pairs.json,./answers_temp.json,c101-qwen25-72b,m3e-base,300,100,3,3,"[0.7, 0.3]",bge-reranker-v2-m3,3,20250606_181639,0.4765,0.7654,81,0.8489,0.7205,20250606_181639
./汽车介绍手册.pdf,./QA_pairs.json,./answers_temp.json,c101-qwen25-72b,m3e-base,300,100,3,5,"[0.7, 0.3]",bge-reranker-v2-m3,3,20250606_182446,0.4722,0.7407,81,0.8426,0.707,20250606_182446
./汽车介绍手册.pdf,./QA_pairs.json,./answers_temp.json,c101-qwen25-72b,m3e-base,300,100,5,3,"[0.7, 0.3]",bge-reranker-v2-m3,3,20250606_183250,0.4626,0.7407,81,0.8487,0.7071,20250606_183250
./汽车介绍手册.pdf,./QA_pairs.json,./answers_temp.json,c101-qwen25-72b,m3e-base,300,100,5,5,"[0.7, 0.3]",bge-reranker-v2-m3,3,20250606_183856,0.4703,0.7284,81,0.8581,0.7232,20250606_183856
./汽车介绍手册.pdf,./QA_pairs.json,./answers_temp.json,c101-qwen25-72b,gte_Qwen2-7B-instruct,300,100,3,3,"[0.5, 0.5]",bge-reranker-base,3,20250606_184645,0.4528,0.7407,81,0.7883,0.6585,20250606_184645
./汽车介绍手册.pdf,./QA_pairs.json,./answers_temp.json,c101-qwen25-72b,gte_Qwen2-7B-instruct,300,100,3,5,"[0.5, 0.5]",bge-reranker-base,3,20250606_185408,0.4554,0.7284,81,0.7943,0.6594,20250606_185408
./汽车介绍手册.pdf,./QA_pairs.json,./answers_temp.json,c101-qwen25-72b,gte_Qwen2-7B-instruct,300,100,5,3,"[0.5, 0.5]",bge-reranker-base,3,20250606_190130,0.4819,0.7407,81,0.8308,0.6894,20250606_190130
./汽车介绍手册.pdf,./QA_pairs.json,./answers_temp.json,c101-qwen25-72b,gte_Qwen2-7B-instruct,300,100,5,5,"[0.5, 0.5]",bge-reranker-base,3,20250606_190912,0.4651,0.7284,81,0.8276,0.6895,20250606_190912
./汽车介绍手册.pdf,./QA_pairs.json,./answers_temp.json,c101-qwen25-72b,gte_Qwen2-7B-instruct,300,100,3,3,"[0.7, 0.3]",bge-reranker-base,3,20250606_191647,0.461,0.7407,81,0.7995,0.6692,20250606_191647
./汽车介绍手册.pdf,./QA_pairs.json,./answers_temp.json,c101-qwen25-72b,gte_Qwen2-7B-instruct,300,100,3,5,"[0.7, 0.3]",bge-reranker-base,3,20250606_192409,0.4534,0.7284,81,0.7906,0.6541,20250606_192409
./汽车介绍手册.pdf,./QA_pairs.json,./answers_temp.json,c101-qwen25-72b,gte_Qwen2-7B-instruct,300,100,5,3,"[0.7, 0.3]",bge-reranker-base,3,20250606_193135,0.4666,0.7407,81,0.8295,0.6921,20250606_193135
./汽车介绍手册.pdf,./QA_pairs.json,./answers_temp.json,c101-qwen25-72b,gte_Qwen2-7B-instruct,300,100,5,5,"[0.7, 0.3]",bge-reranker-base,3,20250606_193914,0.4771,0.7284,81,0.8243,0.6798,20250606_193914
./汽车介绍手册.pdf,./QA_pairs.json,./answers_temp.json,c101-qwen25-72b,gte_Qwen2-7B-instruct,300,100,3,3,"[0.5, 0.5]",bge-reranker-base,3,20250606_194651,0.4564,0.7284,81,0.7877,0.6613,20250606_194651
./汽车介绍手册.pdf,./QA_pairs.json,./answers_temp.json,c101-qwen25-72b,gte_Qwen2-7B-instruct,300,100,3,5,"[0.5, 0.5]",bge-reranker-base,3,20250606_195419,0.4549,0.7284,81,0.7867,0.6645,20250606_195419
./汽车介绍手册.pdf,./QA_pairs.json,./answers_temp.json,c101-qwen25-72b,gte_Qwen2-7B-instruct,300,100,5,3,"[0.5, 0.5]",bge-reranker-base,3,20250606_200146,0.4548,0.7901,81,0.8266,0.6932,20250606_200146
./汽车介绍手册.pdf,./QA_pairs.json,./answers_temp.json,c101-qwen25-72b,gte_Qwen2-7B-instruct,300,100,5,5,"[0.5, 0.5]",bge-reranker-base,3,20250606_200922,0.4468,0.7778,81,0.8124,0.6704,20250606_200922
./汽车介绍手册.pdf,./QA_pairs.json,./answers_temp.json,c101-qwen25-72b,gte_Qwen2-7B-instruct,300,100,3,3,"[0.7, 0.3]",bge-reranker-base,3,20250606_201658,0.4639,0.7284,81,0.793,0.668,20250606_201658
./汽车介绍手册.pdf,./QA_pairs.json,./answers_temp.json,c101-qwen25-72b,gte_Qwen2-7B-instruct,300,100,3,5,"[0.7, 0.3]",bge-reranker-base,3,20250606_202422,0.4435,0.7284,81,0.7947,0.6712,20250606_202422
./汽车介绍手册.pdf,./QA_pairs.json,./answers_temp.json,c101-qwen25-72b,gte_Qwen2-7B-instruct,300,100,5,3,"[0.7, 0.3]",bge-reranker-base,3,20250606_203154,0.4516,0.7901,81,0.8176,0.6745,20250606_203154
./汽车介绍手册.pdf,./QA_pairs.json,./answers_temp.json,c101-qwen25-72b,gte_Qwen2-7B-instruct,300,100,5,5,"[0.7, 0.3]",bge-reranker-base,3,20250606_203742,0.4502,0.7778,81,0.8224,0.6848,20250606_203742
./汽车介绍手册.pdf,./QA_pairs.json,./answers_temp.json,c101-qwen25-72b,gte_Qwen2-7B-instruct,300,100,3,3,"[0.5, 0.5]",bge-reranker-base,3,20250606_204338,0.4737,0.7284,81,0.8212,0.6912,20250606_204338
./汽车介绍手册.pdf,./QA_pairs.json,./answers_temp.json,c101-qwen25-72b,gte_Qwen2-7B-instruct,300,100,3,5,"[0.5, 0.5]",bge-reranker-base,3,20250606_204916,0.4459,0.716,81,0.8017,0.6627,20250606_204916
./汽车介绍手册.pdf,./QA_pairs.json,./answers_temp.json,c101-qwen25-72b,gte_Qwen2-7B-instruct,300,100,5,3,"[0.5, 0.5]",bge-reranker-base,3,20250606_205306,0.4838,0.7407,81,0.8335,0.7107,20250606_205306
./汽车介绍手册.pdf,./QA_pairs.json,./answers_temp.json,c101-qwen25-72b,gte_Qwen2-7B-instruct,300,100,5,5,"[0.5, 0.5]",bge-reranker-base,3,20250606_205650,0.4735,0.7284,81,0.8307,0.6972,20250606_205650
./汽车介绍手册.pdf,./QA_pairs.json,./answers_temp.json,c101-qwen25-72b,gte_Qwen2-7B-instruct,300,100,3,3,"[0.7, 0.3]",bge-reranker-base,3,20250606_210523,0.4741,0.7284,81,0.8189,0.6931,20250606_210523
./汽车介绍手册.pdf,./QA_pairs.json,./answers_temp.json,c101-qwen25-72b,gte_Qwen2-7B-instruct,300,100,3,5,"[0.7, 0.3]",bge-reranker-base,3,20250606_211259,0.4666,0.716,81,0.8112,0.676,20250606_211259
./汽车介绍手册.pdf,./QA_pairs.json,./answers_temp.json,c101-qwen25-72b,gte_Qwen2-7B-instruct,300,100,5,3,"[0.7, 0.3]",bge-reranker-base,3,20250606_212046,0.488,0.7407,81,0.8315,0.7015,20250606_212046
./汽车介绍手册.pdf,./QA_pairs.json,./answers_temp.json,c101-qwen25-72b,gte_Qwen2-7B-instruct,300,100,5,5,"[0.7, 0.3]",bge-reranker-base,3,20250606_212847,0.4885,0.7284,81,0.8267,0.6973,20250606_212847
./汽车介绍手册.pdf,./QA_pairs.json,./answers_temp.json,c101-qwen25-72b,gte_Qwen2-7B-instruct,300,100,3,3,"[0.5, 0.5]",bge-reranker-base,3,20250606_213647,0.4895,0.7531,81,0.831,0.6948,20250606_213647
./汽车介绍手册.pdf,./QA_pairs.json,./answers_temp.json,c101-qwen25-72b,gte_Qwen2-7B-instruct,300,100,3,5,"[0.5, 0.5]",bge-reranker-base,3,20250606_214441,0.4689,0.7284,81,0.839,0.7069,20250606_214441
./汽车介绍手册.pdf,./QA_pairs.json,./answers_temp.json,c101-qwen25-72b,gte_Qwen2-7B-instruct,300,100,5,3,"[0.5, 0.5]",bge-reranker-base,3,20250606_215227,0.4959,0.7531,81,0.8326,0.6997,20250606_215227
./汽车介绍手册.pdf,./QA_pairs.json,./answers_temp.json,c101-qwen25-72b,gte_Qwen2-7B-instruct,300,100,5,5,"[0.5, 0.5]",bge-reranker-base,3,20250606_220014,0.4661,0.7407,81,0.8248,0.6874,20250606_220014
./汽车介绍手册.pdf,./QA_pairs.json,./answers_temp.json,c101-qwen25-72b,gte_Qwen2-7B-instruct,300,100,3,3,"[0.7, 0.3]",bge-reranker-base,3,20250606_220809,0.4917,0.7531,81,0.8306,0.6942,20250606_220809
./汽车介绍手册.pdf,./QA_pairs.json,./answers_temp.json,c101-qwen25-72b,gte_Qwen2-7B-instruct,300,100,3,5,"[0.7, 0.3]",bge-reranker-base,3,20250606_221548,0.4682,0.7284,81,0.8294,0.6883,20250606_221548
